TransacaoID;ClienteID;DataHora;ValorTransacao;Localizacao;Canal;TipoTransacao;Dispositivo;IdadeCliente;CidadeResidencia;EstadoResidencia;DispositivoPreferido;DistanciaKM;TransacoesUltimos10min;TempoContaAbertaDias;VPNDetectada;SuspeitaFraude;Fraude_IA;FraudeConfirmada
3482;326;2025-04-29 15:27:49;41.43;Caldeira Paulista - MG;Site;Pix;Android;72;Caldeira Paulista;MG;iOS;0;3;2330;0;Não;;Não
3483;269;2025-05-16 14:49:18;273.62;Barros - MG;Agência;Pix;Android;23;Barros;MG;Android;0;1;2183;0;Não;;Não
3484;673;2025-02-10 14:36:23;96.43;Mendes Paulista - RJ;Agência;Cartão;Android;54;Mendes Paulista;RJ;Android;0;3;1234;0;Não;;Não
3485;110;2025-06-23 07:33:55;163.59;Novaes - PR;Site;Transferência;iOS;25;Novaes;PR;Android;0;4;1285;1;Não;;Não
3486;583;2025-07-05 00:06:06;1216.29;Moraes - SP;Site;Transferência;iOS;39;Moraes;SP;Android;0;2;2091;0;Sim;;Não
3487;207;2025-04-04 06:55:07;52.89;Costa - GO;App;Transferência;iOS;18;Costa;GO;Android;0;0;3525;0;Não;;Sim
3488;329;2025-04-30 19:37:17;217.85;Lima - MG;Agência;Cartão;Android;45;das Neves das Flores;MG;Android;145;1;2706;0;Não;;Não
3489;69;2025-02-21 11:41:40;764.26;Melo - GO;Site;Boleto;iOS;26;Melo;GO;Android;0;3;2182;0;Não;;Não
3490;253;2025-01-24 18:39:18;394.7;Lopes das Pedras - GO;App;Cartão;iOS;26;Lopes das Pedras;GO;iOS;0;4;2670;0;Não;;Não
3491;522;2025-07-20 10:23:40;67.07;Melo - SP;App;Transferência;Android;78;Melo;SP;Android;0;3;374;0;Não;;Não
3492;928;2025-06-18 05:25:21;349.71;Câmara do Norte - PR;Site;Boleto;Android;57;Câmara do Norte;PR;Android;0;4;90;0;Não;;Não
3493;553;2025-07-17 23:07:20;173.23;Camargo - RS;Site;Transferência;iOS;52;Martins;RS;Android;103;0;2712;0;Não;;Não
3494;7;2025-06-27 23:01:08;459.68;Azevedo dos Dourados - SC;Agência;Boleto;Android;21;Azevedo dos Dourados;SC;Android;0;1;815;0;Não;;Não
3495;184;2025-06-10 12:59:25;471.34;Brito - MG;Site;Transferência;iOS;82;Brito;MG;iOS;0;4;2732;0;Não;;Não
3496;262;2025-07-03 18:24:33;319.07;Moura da Serra - MG;Agência;Boleto;Android;38;Moura da Serra;MG;Outro;0;5;443;0;Não;;Não
3497;129;2025-02-23 23:06:44;96.07;Garcia - MG;Site;Transferência;Android;34;Porto da Mata;MG;Android;77;1;3609;0;Não;;Não
3498;838;2025-06-10 10:19:05;37.26;Ribeiro - RJ;App;Transferência;Android;66;Ribeiro;RJ;Android;0;1;3366;0;Não;;Não
3499;655;2025-02-09 11:49:23;70.53;da Luz - MG;App;Cartão;Android;38;da Luz;MG;Android;0;3;1841;0;Não;;Não
3500;942;2025-05-01 12:21:07;717.22;Barros da Prata - GO;App;Pix;Android;46;Barros da Prata;GO;Android;0;4;15;0;Não;;Não
3501;710;2025-07-12 08:03:52;382.18;Andrade de Cavalcante - GO;Agência;Transferência;iOS;65;Andrade de Cavalcante;GO;iOS;0;1;2127;0;Não;;Não
3502;9;2025-03-20 18:45:14;30.2;da Conceição de Goiás - GO;App;Cartão;iOS;53;da Conceição de Goiás;GO;iOS;0;0;3561;0;Não;;Não
3503;879;2025-03-08 21:03:37;252.13;Carvalho das Flores - RJ;App;Boleto;Android;22;Carvalho das Flores;RJ;Android;0;5;1712;0;Não;;Não
3504;695;2025-01-26 05:30:06;423.84;Vieira de Rodrigues - MG;Agência;Transferência;Android;77;da Rosa de Pires;PR;Android;1115;3;1961;0;Não;;Não
3505;951;2025-06-05 22:52:50;354.77;Cardoso - SP;Site;Pix;Android;26;Cardoso;SP;iOS;0;5;2433;0;Não;;Não
3506;111;2025-06-12 00:46:53;548.67;Nascimento da Prata - SP;Agência;Transferência;Android;25;Nascimento da Prata;SP;Android;0;2;2393;0;Não;;Não
3507;467;2025-03-30 06:24:44;303.75;Barros - SP;App;Transferência;Android;70;Barros;SP;Android;0;4;573;0;Não;;Não
3508;798;2025-04-07 18:18:18;339.1;Vasconcelos - RJ;App;Boleto;iOS;58;Vasconcelos;RJ;Android;0;1;3126;0;Não;;Não
3509;289;2025-04-18 18:24:35;192.29;Carvalho de Goiás - PR;Site;Boleto;iOS;84;Cunha;RJ;Android;601;3;351;0;Não;;Não
3510;187;2025-06-20 08:23:07;182.82;das Neves - RS;App;Pix;iOS;42;das Neves;RS;iOS;0;2;2724;0;Não;;Não
3511;14;2025-06-25 10:22:29;206.67;Caldeira - SP;Site;Boleto;iOS;31;Caldeira;SP;Android;0;3;1557;0;Não;;Não
3512;781;2025-06-08 22:31:23;484.87;Pinto Verde - RJ;Site;Pix;Android;79;Pinto Verde;RJ;iOS;0;0;3297;0;Não;;Não
3513;764;2025-07-03 17:29:35;78.44;Pimenta - RJ;App;Pix;Android;84;Pimenta;RJ;iOS;0;3;1246;0;Não;;Não
3514;430;2025-03-09 09:16:16;524.99;Mendonça da Mata - PR;Agência;Pix;Android;72;Mendonça da Mata;PR;Android;0;1;1025;0;Não;;Não
3515;735;2025-04-27 20:37:22;222.98;Sampaio - SC;Site;Transferência;iOS;81;Sampaio;SC;Android;0;2;1586;0;Não;;Não
3516;941;2025-04-12 23:57:41;130.84;Farias de Machado - RJ;Site;Boleto;iOS;68;Casa Grande;SC;Android;1239;4;522;0;Não;;Não
3517;916;2025-04-28 15:27:45;84.56;Casa Grande da Prata - PR;App;Pix;Android;85;Casa Grande da Prata;PR;Android;0;2;1482;0;Não;;Não
3518;94;2025-01-25 01:10:32;474.52;Brito da Praia - RS;App;Transferência;Android;61;Duarte do Oeste;GO;Android;1497;3;3530;0;Não;;Não
3519;246;2025-05-28 01:39:08;94.98;Nascimento Grande - SP;App;Pix;iOS;51;Vargas das Pedras;RS;iOS;1213;5;1341;0;Não;;Não
3520;434;2025-04-02 18:10:10;127.61;Cardoso de Almeida - SC;Agência;Cartão;Desktop;66;Cardoso de Almeida;SC;Android;0;2;1471;0;Não;;Não
3521;879;2025-05-19 14:47:39;1169.65;Mendonça das Pedras - RJ;Agência;Transferência;Android;22;Carvalho das Flores;RJ;Android;82;2;1712;0;Não;;Não
3522;706;2025-02-02 05:47:56;12.55;Santos - PR;Agência;Cartão;iOS;65;Mendonça;RS;Desktop;242;4;3644;0;Não;;Sim
3523;312;2025-01-24 14:18:38;179.89;Barros - SP;Site;Pix;Android;80;Barros;SP;Android;0;2;3575;0;Não;;Sim
3524;785;2025-04-07 14:22:57;368.81;Santos do Norte - RS;App;Cartão;Android;79;Santos do Norte;RS;Android;0;3;836;0;Não;;Não
3525;668;2025-03-03 03:16:58;612.52;Nogueira de Araújo - RS;App;Cartão;Android;78;Nogueira de Araújo;RS;Android;0;1;2521;0;Não;;Não
3526;672;2025-06-07 13:41:59;40.85;Borges de Pimenta - RS;Agência;Cartão;Android;85;Barros;RS;iOS;53;0;456;0;Não;;Não
3527;39;2025-03-19 21:43:32;967.67;Viana - RS;Agência;Cartão;iOS;81;Viana;RS;iOS;0;0;3624;0;Não;;Não
3528;745;2025-02-16 13:25:52;484.9;Marques do Galho - MG;Site;Pix;Android;55;Marques do Galho;MG;Android;0;1;3488;0;Não;;Não
3529;237;2025-06-17 20:50:05;122.98;Caldeira da Praia - RS;Site;Pix;Android;46;Caldeira da Praia;RS;Android;0;2;899;0;Não;;Não
3530;775;2025-02-02 01:19:51;196.55;Carvalho dos Dourados - GO;Agência;Pix;Android;23;Carvalho dos Dourados;GO;iOS;0;4;3539;0;Não;;Sim
3531;269;2025-03-03 08:43:15;299.72;Barros - MG;Agência;Transferência;Android;23;Barros;MG;Android;0;3;2183;0;Não;;Não
3532;428;2025-06-10 11:57:15;890.75;Gomes dos Dourados - SP;Agência;Pix;Android;38;Gomes dos Dourados;SP;iOS;0;4;1810;0;Não;;Não
3533;141;2025-02-17 13:23:03;1011.37;Sales - GO;Site;Pix;Android;50;Sales;GO;Desktop;0;2;209;0;Não;;Não
3534;586;2025-04-06 15:04:43;196.83;Pinto dos Dourados - PR;Site;Boleto;Android;62;Pinto dos Dourados;PR;Android;0;3;3355;0;Não;;Não
3535;934;2025-05-04 00:44:05;178.87;Caldeira - MG;App;Pix;Android;22;Caldeira;MG;Android;0;0;1675;1;Não;;Não
3536;970;2025-06-08 14:28:00;171.59;Ferreira - RJ;Agência;Cartão;Android;78;Ferreira;RJ;Android;0;0;3479;0;Não;;Não
3537;953;2025-04-27 13:02:45;395.84;Mendonça - RJ;Site;Boleto;iOS;24;Mendonça;RJ;Android;0;1;3034;0;Não;;Não
3538;128;2025-07-20 18:02:41;537.42;Ferreira de da Cunha - SC;App;Transferência;Android;45;Ferreira de da Cunha;SC;iOS;0;4;1087;0;Não;;Não
3539;752;2025-01-24 23:53:00;282.12;Costa de Azevedo - PR;App;Pix;Android;65;Silva de Vasconcelos;RS;iOS;1030;3;3292;0;Não;;Não
3540;101;2025-03-30 06:29:51;138.49;Fogaça - SP;Site;Transferência;Android;19;Fogaça;SP;Android;0;1;3087;0;Não;;Não
3541;982;2025-02-15 13:48:25;112.97;Pacheco - GO;App;Transferência;Android;42;Pacheco;GO;iOS;0;4;3120;0;Não;;Não
3542;367;2025-06-09 22:33:14;72.16;Barros - SC;Agência;Transferência;Android;42;Barros;SC;Desktop;0;5;1482;0;Não;;Não
3543;177;2025-03-09 20:25:41;344.72;Garcia - SP;App;Transferência;iOS;83;Garcia;SP;iOS;0;3;1578;0;Não;;Não
3544;708;2025-04-16 21:27:53;902.38;Rodrigues Paulista - MG;Agência;Cartão;iOS;67;Rodrigues Paulista;MG;iOS;0;3;766;0;Não;;Não
3545;405;2025-03-10 01:08:10;16.03;Mendonça de Guerra - MG;App;Cartão;iOS;51;Aparecida das Pedras;MG;Android;190;5;2553;0;Não;;Não
3546;551;2025-04-16 04:37:55;595.62;Rodrigues da Praia - SP;Site;Boleto;Android;38;Moraes Verde;GO;Android;1389;4;2531;0;Não;;Não
3547;549;2025-05-07 11:00:05;264.47;Peixoto - GO;Site;Boleto;Desktop;59;Peixoto;GO;Android;0;4;2325;0;Não;;Não
3548;445;2025-05-26 23:37:37;227.98;Viana - SP;Agência;Transferência;iOS;74;Viana;SP;iOS;0;3;2374;0;Não;;Não
3549;193;2025-05-03 22:40:49;26.01;Dias - MG;Agência;Pix;Android;59;Rocha;RS;iOS;849;0;1810;0;Não;;Não
3550;964;2025-02-18 15:16:59;174.35;Lopes - SP;Site;Pix;Android;72;Sampaio;SC;Android;993;2;2031;0;Não;;Não
3551;586;2025-03-13 00:07:56;508.22;Pinto dos Dourados - PR;App;Boleto;Desktop;62;Pinto dos Dourados;PR;Android;0;3;3355;0;Não;;Não
3552;546;2025-03-23 08:24:59;147.72;Garcia da Serra - RJ;Agência;Pix;Android;85;Garcia da Serra;RJ;Android;0;2;1541;0;Não;;Sim
3553;894;2025-05-23 07:45:36;484.59;Brito - RJ;App;Pix;iOS;42;Brito;RJ;Android;0;5;2503;0;Não;;Não
3554;609;2025-04-30 18:09:09;66.4;Rezende - PR;App;Transferência;Android;82;Rezende;PR;Android;0;4;707;0;Não;;Não
3555;655;2025-02-23 07:24:19;406.8;da Luz - MG;App;Cartão;iOS;38;da Luz;MG;Android;0;5;1841;0;Não;;Não
3556;201;2025-03-16 04:38:40;207.72;Aparecida - SP;App;Cartão;Android;36;Aparecida;SP;iOS;0;2;190;0;Não;;Não
3557;520;2025-06-22 21:55:46;1091.94;Cassiano - PR;Agência;Pix;iOS;58;Cassiano;PR;Android;0;3;1045;0;Não;;Não
3558;993;2025-05-12 22:49:04;157.39;Souza - RS;Agência;Boleto;Android;81;Souza;RS;Android;0;1;404;1;Não;;Não
3559;872;2025-03-25 19:05:26;394.03;Garcia do Sul - SP;Agência;Cartão;Android;35;Garcia do Sul;SP;Android;0;0;2255;0;Não;;Sim
3560;173;2025-02-14 09:18:47;56.52;Cavalcante - SP;Site;Cartão;Android;51;Correia;RJ;Android;240;1;2379;0;Não;;Não
3561;927;2025-02-23 19:21:47;102.74;Lima - SC;Agência;Transferência;iOS;25;Lima;SC;Android;0;1;1894;0;Não;;Não
3562;463;2025-03-21 07:21:15;37.65;Brito de Guerra - RS;Site;Boleto;iOS;47;Brito de Guerra;RS;iOS;0;0;103;0;Não;;Não
3563;906;2025-03-21 23:24:49;99.93;Cavalcanti da Serra - MG;App;Boleto;Android;77;Cavalcanti da Serra;MG;iOS;0;2;655;0;Não;;Não
3564;612;2025-03-11 02:41:18;40.72;Alves - SC;Site;Transferência;iOS;84;Alves;SC;iOS;0;2;651;0;Não;;Não
3565;925;2025-02-02 21:19:01;606.02;Moreira Grande - RJ;App;Boleto;Android;76;Moreira Grande;RJ;Android;0;5;2103;0;Não;;Não
3566;225;2025-04-13 17:37:44;452.03;Moraes - RJ;Agência;Pix;iOS;35;Moraes;RJ;Android;0;2;948;0;Não;;Não
3567;563;2025-03-26 01:45:06;1061.15;Caldeira de da Paz - PR;Site;Boleto;Android;45;da Luz;GO;Android;1252;1;563;0;Sim;;Não
3568;519;2025-04-04 05:31:46;343.2;Rodrigues - MG;Site;Cartão;Android;30;Rodrigues;MG;Desktop;0;5;1749;0;Não;;Não
3569;561;2025-02-01 22:28:09;151.38;Novais - PR;App;Transferência;Desktop;68;Fogaça de Goiás;SC;iOS;1212;1;225;0;Não;;Não
3570;307;2025-04-03 17:42:35;232.29;Vieira - RJ;App;Cartão;Android;55;Vieira;RJ;Android;0;0;1479;0;Não;;Não
3571;485;2025-07-03 01:39:28;38.44;Vieira de Montenegro - RJ;Site;Pix;iOS;60;Vieira de Montenegro;RJ;Android;0;4;516;0;Não;;Não
3572;163;2025-07-02 10:34:59;310.57;Leão - RS;Agência;Transferência;Android;31;Leão;RS;iOS;0;4;3573;0;Não;;Não
3573;665;2025-05-04 14:02:03;904.42;Machado - SP;App;Transferência;Android;35;Machado;SP;Android;0;4;1176;0;Não;;Não
3574;33;2025-06-08 11:55:11;108.6;Fernandes - PR;Agência;Boleto;iOS;46;Fernandes;PR;Android;0;2;1329;0;Não;;Não
3575;739;2025-02-19 01:56:31;116.11;da Rosa - RJ;App;Boleto;Android;80;da Rosa;RJ;Android;0;3;503;0;Não;;Não
3576;9;2025-06-20 04:13:14;229.21;da Conceição de Goiás - GO;App;Boleto;iOS;53;da Conceição de Goiás;GO;iOS;0;1;3561;0;Não;;Não
3577;777;2025-02-09 21:53:47;32.66;da Conceição - PR;App;Transferência;iOS;51;da Conceição;PR;Android;0;3;864;0;Não;;Não
3578;929;2025-02-08 16:25:16;475.53;Casa Grande - MG;Agência;Boleto;Android;68;Casa Grande;MG;iOS;0;2;3345;0;Não;;Não
3579;683;2025-02-19 16:13:44;373.45;Teixeira - SC;Agência;Pix;Android;28;Teixeira;SC;Android;0;1;1478;0;Não;;Sim
3580;432;2025-03-19 02:41:42;154.4;Rocha de Pereira - RS;Agência;Boleto;iOS;43;Rocha de Pereira;RS;iOS;0;0;3496;0;Não;;Não
3581;706;2025-05-04 23:28:35;987.31;Mendonça - RS;App;Boleto;Android;65;Mendonça;RS;Desktop;0;2;3644;0;Não;;Não
3582;576;2025-03-25 05:32:00;163.74;da Conceição do Amparo - GO;App;Boleto;Android;39;da Conceição do Amparo;GO;iOS;0;1;2532;0;Não;;Não
3583;476;2025-06-01 11:49:36;141.63;Rios de Pastor - RJ;Agência;Cartão;Android;65;Rios de Pastor;RJ;Outro;0;1;1817;0;Não;;Não
3584;853;2025-03-04 16:13:11;16.11;Correia de Sá - RJ;App;Pix;iOS;56;Correia de Sá;RJ;Android;0;5;1220;0;Não;;Não
3585;146;2025-03-29 21:33:11;171.92;Cirino do Sul - SC;Site;Pix;Android;74;Cirino do Sul;SC;Android;0;2;2891;1;Não;;Não
3586;367;2025-02-01 06:05:31;507.9;Barros - SC;Site;Boleto;iOS;42;Barros;SC;Desktop;0;1;1482;0;Não;;Não
3587;390;2025-02-13 21:38:44;199.89;Pires Paulista - GO;Agência;Boleto;Android;75;Aragão do Oeste;SC;iOS;427;5;1984;0;Não;;Não
3588;229;2025-05-11 22:51:37;304.91;Vargas - RS;Agência;Boleto;Android;77;Vargas;RS;iOS;0;2;256;0;Não;;Não
3589;266;2025-07-07 12:56:12;80.76;Vieira Verde - SP;Site;Pix;iOS;49;Vieira Verde;SP;iOS;0;4;2856;0;Não;;Não
3590;599;2025-03-10 02:57:36;12.35;Abreu de Freitas - SP;App;Pix;Android;75;Abreu de Freitas;SP;Android;0;3;234;0;Não;;Não
3591;353;2025-02-02 04:15:13;10.0;Almeida - MG;Agência;Cartão;Android;40;Teixeira Verde;RS;iOS;1129;5;2126;0;Não;;Não
3592;139;2025-02-17 02:17:15;21.45;Rodrigues de Silveira - PR;Agência;Pix;Outro;44;Rodrigues de Silveira;PR;Android;0;3;2598;0;Não;;Não
3593;257;2025-06-09 16:18:05;102.24;Castro Alegre - RJ;App;Pix;Android;48;Castro Alegre;RJ;iOS;0;5;1940;0;Não;;Não
3594;987;2025-04-04 12:06:20;82.72;Teixeira - RJ;Agência;Cartão;iOS;79;Teixeira;RJ;iOS;0;3;2850;0;Não;;Não
3595;772;2025-05-15 20:02:31;220.29;Camargo da Praia - SC;Agência;Boleto;Android;39;Camargo da Praia;SC;iOS;0;4;2379;0;Não;;Não
3596;671;2025-05-31 12:49:49;620.0;Silva - SC;App;Pix;Android;37;Silva;SC;Android;0;4;2979;0;Não;;Não
3597;585;2025-04-02 19:19:13;122.39;Vieira Alegre - GO;Agência;Transferência;Android;42;Vieira Alegre;GO;iOS;0;1;1432;0;Não;;Não
3598;946;2025-02-24 00:53:27;142.35;Novais do Amparo - RJ;Site;Pix;Android;62;Novais do Amparo;RJ;Android;0;3;1130;0;Não;;Não
3599;319;2025-03-12 06:05:29;339.31;da Mata de Pimenta - RJ;Agência;Boleto;Android;24;da Mata de Pimenta;RJ;Android;0;5;612;0;Não;;Não
3600;147;2025-06-09 06:21:56;258.26;da Rocha da Mata - RJ;Agência;Transferência;Android;72;Mendonça;SC;iOS;1102;1;40;0;Não;;Não
3601;178;2025-06-06 20:54:15;63.69;Brito - RJ;Site;Cartão;Android;42;Andrade das Flores;MG;Android;1287;4;182;0;Não;;Sim
3602;515;2025-01-30 00:04:08;829.14;Freitas da Serra - GO;App;Boleto;Android;32;Freitas da Serra;GO;Android;0;5;2682;0;Não;;Não
3603;623;2025-07-10 11:13:26;327.26;Porto do Sul - RS;Site;Boleto;Android;28;Moraes da Praia;MG;Android;294;5;2290;0;Não;;Não
3604;740;2025-07-18 01:14:59;40.76;da Rocha - GO;App;Boleto;Android;35;da Rocha;GO;Android;0;1;304;0;Não;;Não
3605;453;2025-06-19 04:28:42;109.33;Caldeira - PR;App;Pix;Android;55;Caldeira;PR;Android;0;0;3566;0;Não;;Não
3606;25;2025-05-05 18:09:05;57.35;Fogaça da Mata - PR;Agência;Boleto;iOS;76;Fogaça da Mata;PR;Android;0;1;3417;0;Não;;Não
3607;725;2025-06-12 19:47:06;10.0;Garcia - SP;Site;Cartão;Android;74;Garcia;SP;Android;0;3;518;0;Não;;Não
3608;938;2025-03-14 07:36:29;143.15;Cunha - SP;App;Cartão;Android;66;Cunha;SP;iOS;0;5;2797;1;Não;;Não
3609;122;2025-05-12 21:58:29;248.23;Aparecida de Cunha - PR;App;Boleto;Android;44;Aparecida de Cunha;PR;iOS;0;0;2934;0;Não;;Não
3610;118;2025-06-20 14:00:37;104.91;Leão de Marques - RS;Agência;Cartão;iOS;49;Vieira de Silveira;SC;Android;998;2;2436;0;Não;;Não
3611;219;2025-06-07 05:08:25;615.03;Cunha - SC;App;Transferência;Android;53;Fernandes;GO;iOS;489;5;3186;0;Não;;Não
3612;749;2025-07-04 06:03:41;30.82;Peixoto - GO;App;Cartão;iOS;43;Peixoto;GO;iOS;0;1;569;0;Não;;Não
3613;407;2025-06-23 13:37:20;129.19;da Cunha - GO;App;Boleto;Android;60;da Cunha;GO;Android;0;3;2763;0;Não;;Não
3614;797;2025-01-24 05:25:45;133.67;Cardoso - GO;App;Boleto;Android;38;Cardoso;GO;iOS;0;1;1342;0;Não;;Não
3615;500;2025-01-28 01:46:49;266.99;Barros - RS;Agência;Boleto;Android;26;Barros;RS;Desktop;0;2;1837;0;Não;;Não
3616;861;2025-04-28 12:17:15;68.07;Lopes da Serra - PR;Site;Cartão;Android;54;Lopes da Serra;PR;iOS;0;0;324;0;Não;;Não
3617;11;2025-07-05 15:13:34;478.29;Viana da Praia - RJ;App;Cartão;Android;38;Viana;PR;Android;972;5;1732;0;Não;;Não
3618;507;2025-07-05 09:48:48;30.58;Pimenta - RS;App;Cartão;Android;31;Pimenta;RS;iOS;0;5;2918;0;Não;;Não
3619;902;2025-03-24 19:38:56;363.94;Vasconcelos - MG;Agência;Boleto;iOS;60;Vasconcelos;MG;Android;0;4;2386;0;Não;;Não
3620;49;2025-07-01 01:53:08;297.56;Câmara - RS;App;Boleto;Android;67;Câmara;RS;Android;0;0;2441;0;Não;;Não
3621;211;2025-04-30 22:28:11;371.54;Farias Grande - GO;Agência;Transferência;iOS;49;Farias Grande;GO;Android;0;5;498;0;Não;;Não
3622;550;2025-05-05 00:43:27;10.0;Sá das Pedras - SP;App;Cartão;Android;28;Sá das Pedras;SP;iOS;0;3;638;0;Não;;Não
3623;78;2025-02-17 14:39:45;121.47;Montenegro - GO;Agência;Cartão;iOS;46;Cirino do Amparo;SP;Android;1114;1;1385;0;Não;;Não
3624;322;2025-04-23 02:43:54;73.06;Barros - SC;App;Boleto;Android;71;Barros;SC;iOS;0;3;2442;0;Não;;Não
3625;164;2025-01-30 11:39:49;733.27;Duarte de Mendes - GO;App;Cartão;iOS;22;Duarte de Mendes;GO;Android;0;4;1928;0;Não;;Não
3626;816;2025-05-31 06:25:09;763.24;Azevedo Verde - RJ;App;Cartão;Desktop;33;Azevedo Verde;RJ;Android;0;5;397;0;Não;;Não
3627;689;2025-03-29 00:27:01;10.0;Nogueira - MG;App;Transferência;iOS;20;Nogueira;MG;iOS;0;1;3230;0;Não;;Sim
3628;551;2025-06-21 00:20:44;159.74;Moraes Verde - GO;Agência;Pix;iOS;38;Moraes Verde;GO;Android;0;5;2531;0;Não;;Não
3629;252;2025-02-05 17:58:04;87.03;Viana do Oeste - MG;Agência;Pix;Desktop;24;Viana do Oeste;MG;Android;0;3;919;0;Não;;Não
3630;314;2025-03-29 03:45:39;285.35;Macedo - RS;Site;Transferência;iOS;78;Macedo;RS;Desktop;0;1;1805;0;Não;;Sim
3631;133;2025-03-25 17:39:10;26.85;das Neves de Vasconcelos - SP;Agência;Pix;Android;85;das Neves de Vasconcelos;SP;Android;0;0;2736;1;Não;;Não
3632;468;2025-02-12 09:10:43;426.15;Vasconcelos Alegre - SP;App;Boleto;Android;23;Vasconcelos Alegre;SP;iOS;0;4;1247;0;Não;;Não
3633;814;2025-06-01 06:03:03;509.28;Pires da Serra - RS;Agência;Boleto;Android;82;Pires da Serra;RS;iOS;0;0;3131;0;Não;;Não
3634;542;2025-04-13 09:35:04;321.11;Cassiano - RJ;App;Pix;Android;18;Cassiano;RJ;iOS;0;4;3563;0;Não;;Não
3635;371;2025-05-01 10:35:38;283.63;Jesus - SP;Site;Transferência;iOS;80;Jesus;SP;Android;0;4;119;0;Não;;Não
3636;353;2025-06-05 04:30:59;125.78;Teixeira Verde - RS;App;Cartão;Android;40;Teixeira Verde;RS;iOS;0;3;2126;0;Não;;Não
3637;450;2025-03-13 15:45:25;21.66;Câmara - SC;Agência;Pix;Android;64;Câmara;SC;Android;0;5;2056;0;Não;;Não
3638;426;2025-05-07 13:46:32;220.6;Ramos da Prata - GO;Site;Cartão;iOS;19;Ramos da Prata;GO;Android;0;4;1906;0;Não;;Não
3639;760;2025-03-14 12:36:33;213.84;Pastor Verde - MG;Site;Transferência;Android;84;Pastor Verde;MG;iOS;0;4;526;0;Não;;Sim
3640;373;2025-05-03 21:50:01;152.29;Novais do Amparo - SC;Site;Pix;Android;57;Novais do Amparo;SC;Android;0;1;57;0;Não;;Não
3641;490;2025-05-15 21:17:11;122.64;Melo Paulista - MG;App;Cartão;Desktop;18;Melo Paulista;MG;iOS;0;5;3517;0;Não;;Não
3642;950;2025-05-29 10:54:14;620.39;Nunes - RJ;Site;Transferência;Android;20;Nunes;RJ;Android;0;0;845;0;Não;;Não
3643;908;2025-05-06 15:19:56;265.87;Freitas Verde - PR;Site;Transferência;iOS;57;Freitas Verde;PR;Android;0;1;481;0;Não;;Sim
3644;975;2025-06-07 14:11:19;174.63;Camargo de Rezende - RS;App;Transferência;Android;35;Camargo de Rezende;RS;Android;0;3;995;0;Não;;Não
3645;179;2025-03-03 13:11:43;23.23;Castro Alegre - SP;App;Boleto;Android;73;Castro Alegre;SP;iOS;0;1;2130;0;Não;;Não
3646;616;2025-03-30 04:52:39;1046.41;Jesus do Galho - GO;Agência;Transferência;iOS;24;Jesus do Galho;GO;iOS;0;1;2585;0;Sim;;Não
3647;491;2025-04-22 21:04:51;22.07;Vieira da Praia - RJ;Site;Transferência;Android;36;Vieira da Praia;RJ;Android;0;2;2213;0;Não;;Não
3648;397;2025-06-03 14:59:12;442.63;Sousa - RS;Site;Pix;iOS;66;Sousa;RS;iOS;0;1;2719;0;Não;;Não
3649;985;2025-02-23 17:55:58;288.46;Dias - RJ;App;Boleto;iOS;45;Dias;RJ;iOS;0;4;3038;0;Não;;Não
3650;943;2025-07-09 07:20:55;10.0;Novais da Prata - MG;Site;Cartão;iOS;20;Novais da Prata;MG;iOS;0;5;1897;0;Não;;Não
3651;591;2025-06-18 16:56:20;465.74;Martins da Praia - PR;App;Pix;Android;81;Farias de Dias;RS;Android;543;3;3091;0;Não;;Não
3652;613;2025-02-03 08:40:01;370.0;Garcia do Amparo - MG;App;Pix;Android;64;Garcia do Amparo;MG;iOS;0;2;1159;0;Não;;Não
3653;703;2025-07-18 13:45:17;12.35;Peixoto dos Dourados - MG;App;Pix;Android;42;Peixoto dos Dourados;MG;Android;0;4;1463;0;Não;;Não
3654;161;2025-04-06 23:41:37;59.03;Rios Grande - GO;App;Cartão;Android;70;Rios Grande;GO;Android;0;0;2744;0;Não;;Não
3655;714;2025-02-12 20:47:43;162.62;Araújo - SP;Site;Pix;Android;59;Araújo;SP;Android;0;3;328;0;Não;;Não
3656;628;2025-05-21 22:48:41;194.31;Aparecida - MG;Agência;Boleto;Android;20;Aparecida;MG;iOS;0;4;1266;0;Não;;Não
3657;630;2025-03-22 05:11:21;10.0;Casa Grande - RJ;Agência;Pix;iOS;80;Casa Grande;RJ;Android;0;2;928;0;Não;;Não
3658;110;2025-07-01 19:28:55;151.13;Novaes - PR;App;Boleto;Android;25;Novaes;PR;Android;0;4;1285;0;Não;;Não
3659;428;2025-05-12 19:57:26;605.09;Gomes dos Dourados - SP;Agência;Pix;iOS;38;Gomes dos Dourados;SP;iOS;0;4;1810;0;Não;;Não
3660;964;2025-06-07 13:58:17;585.08;Cirino de Minas - SP;Site;Pix;Android;72;Sampaio;SC;Android;1208;1;2031;0;Não;;Não
3661;981;2025-04-10 08:36:46;42.1;Guerra do Campo - MG;Site;Cartão;iOS;23;Pires de Sales;GO;Android;393;3;299;0;Não;;Não
3662;611;2025-03-09 02:09:14;69.23;Costela Grande - RS;Site;Boleto;Android;74;Costela Grande;RS;Android;0;3;2147;0;Não;;Não
3663;772;2025-05-29 00:47:03;20.16;Camargo da Praia - SC;Site;Boleto;iOS;39;Camargo da Praia;SC;iOS;0;4;2379;0;Não;;Não
